listing_id,listing_name,listing_type,room_type,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,checkin_time,checkout_time,guest_favorite,exact_location,cleaning_fee,extra_guest_fee,single_fee_structure,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue_native,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar_native,ttm_adjusted_revpar_native,ttm_avg_min_nights,ttm_avg_length_of_stay,ttm_reserved_days,ttm_blocked_days,ttm_available_days,amenities_count,center_mark
31075999,"Zody - quiet studio, no cleaning fees, king bed",Entire serviced apartment,entire_home,True,21.0332,105.8445,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Stove,Oven,Lake access,Patio or balcony,Elevator,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,True,False,0,0.0,True,88.0,4.91,4.9,5.0,4.8,5.0,4.9,5.0,133802591.0,838534.2,0.43,0.43,366582.4,366582.4,1.0,2.7,157,0,208,31,1.14
31078507,R501 - Peaceful 1 bedroom apartment Cau Giay area,Entire rental unit,entire_home,True,21.0463,105.7894,2.0,1.0,1.0,1.0,False,"Wifi,Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Dining table,Private entrance,Laundromat nearby,Free parking on premises,Free street parking,Elevator,EV charger,Luggage dropoff allowed,Long term stays allowed",False,False,1,Flexible,2:00 PM,11:00 AM,False,True,0,0.0,True,78.0,4.82,4.9,4.9,4.7,4.8,4.8,4.8,14155703.0,531337.9,0.077,0.185,38782.7,93746.4,1.0,9.3,28,214,337,40,7.01
31078539,Jenny House luxury apartment Park Hill,Entire rental unit,entire_home,False,20.9955,105.867,2.0,1.0,1.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water,Elevator,Bed linens,Pocket wifi,Microwave,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Washer,Single level home,Smoke alarm,BBQ grill,Shower gel,Carbon monoxide alarm,Backyard,Fire extinguisher,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Freezer",True,False,1,Strict,3:00 PM,11:00 AM,False,False,7,0.0,True,110.0,4.79,4.9,4.9,4.6,4.9,4.9,4.8,20687103.0,829052.4,0.085,0.096,54680.8,61791.0,1.0,5.2,31,42,334,33,3.86
31082839,✪VietHOME4✪1Min➔ HoanKiemLAKE★KitChen✪FREELaundry✪,Entire rental unit,entire_home,True,21.0306,105.8494,3.0,1.0,1.0,1.0,False,"Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Iron,Safe,Clothing storage,Ethernet connection,TV,High chair,Children’s dinnerware,Air conditioning,Indoor fireplace,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Dishes and silverware,Stove,Hot water kettle,Wine glasses,Dining table,Coffee,Lake access,Private entrance,Laundromat nearby,Outdoor furniture,Outdoor dining area,Elevator,Paid parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,True,False,8,0.0,True,160.0,4.91,4.9,5.0,4.8,5.0,5.0,4.9,185949676.0,1077432.9,0.444,0.444,489489.5,489489.5,1.0,2.1,162,0,203,43,0.56
31092170,Luxury Apt 1BR / Central Ba Dinh/ Lotte and Vincom,Entire rental unit,entire_home,True,21.0338,105.8074,3.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,Safe,TV,Air conditioning,Heating,Smoke alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Private entrance,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,10,0.0,True,47.0,4.77,4.7,4.7,4.7,4.7,4.8,4.8,26151617.0,893143.7,0.077,0.077,68083.7,68083.7,1.0,5.6,28,0,337,27,4.88
31116178,G Studio3🌿Ideal Location⭐️QUIET⭐️Stylish🌟BALCONY,Entire loft,entire_home,True,21.0223,105.854,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Shower gel,Essentials,Bed linens,Iron,TV,Air conditioning,Heating,Smoke alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Private entrance,Patio or balcony,Outdoor furniture,Free parking on premises,Luggage dropoff allowed,Smoking allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,11:00 AM,True,False,3,0.0,True,379.0,4.74,4.8,4.8,4.7,4.9,4.8,4.7,187406941.0,716839.1,0.693,0.693,498900.1,498900.1,1.0,2.6,253,0,112,25,0.64
31139404,HanoianHearths - HV3 - Lotus Home - Cozy - Netflix,Entire rental unit,entire_home,True,21.0308,105.8559,3.0,1.0,1.0,1.0,False,"Bathtub,Hair dryer,Cleaning products,Shampoo,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Crib,Table corner guards,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Wine glasses,Private entrance,Hot tub,Paid parking off premises,Paid parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Firm,2:00 PM,11:00 AM,False,True,4,0.0,True,432.0,4.84,4.9,4.9,4.9,5.0,4.9,4.8,247750761.0,1194066.3,0.559,0.559,666221.9,666221.9,1.0,3.8,204,0,161,34,0.36
31141501,"_Zody- central studio, quiet, modern",Entire serviced apartment,entire_home,True,21.0322,105.8444,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Stove,Oven,Lake access,Patio or balcony,Elevator,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,True,False,0,0.0,True,58.0,4.91,5.0,4.9,4.7,4.9,4.9,4.9,108015280.0,832260.5,0.356,0.356,295932.3,295932.3,1.0,2.1,130,0,235,30,1.1
31164213,✪VietHOME8✪1Min➔ HoanKiemLAKE★KitChen✪FREELaundry✪,Entire rental unit,entire_home,True,21.0315,105.8504,2.0,1.0,1.0,1.0,False,"Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Extra pillows and blankets,Room-darkening shades,Iron,Safe,Clothing storage,Ethernet connection,TV,High chair,Air conditioning,Indoor fireplace,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Dishes and silverware,Stove,Hot water kettle,Dining table,Lake access,Private entrance,Elevator,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,True,True,8,0.0,True,117.0,4.89,4.9,4.9,4.7,5.0,5.0,4.8,72938281.0,1073654.5,0.181,0.19,193557.2,203597.7,1.0,3.3,66,18,299,39,0.54
31227957,Vinhomes Metropolis※2-Bed※Cozy※Street View,Entire rental unit,entire_home,True,21.0317,105.8143,4.0,2.0,2.0,2.0,False,"Wifi,Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Movie theater,Children's playroom,Outdoor playground,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Wine glasses,Rice maker,Dining table,Coffee,Private entrance,Patio or balcony,Backyard,Pool,Elevator,Paid parking on premises,Long term stays allowed,Cleaning before checkout",False,False,2,Flexible,2:00 PM,12:00 PM,False,False,0,0.0,True,20.0,4.8,4.8,4.9,4.7,4.8,5.0,4.6,120843863.0,1793215.8,0.186,0.187,331079.1,331988.6,1.9,6.8,68,1,297,46,4.14
31280432,"Peaceful, Enjoyable and New",Private room in rental unit,private_room,False,20.9741,105.8672,2.0,1.0,1.0,0.0,False,"TV,Washer,Smoke alarm,Wifi,Air conditioning,Elevator,First aid kit,Kitchen,Hair dryer,Hot water,Iron",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10955053.0,997871.3,0.033,0.033,30013.8,30013.8,1.0,6.0,12,0,353,11,6.16
31303484,A beautiful private room-DAHouse,Private room in home,private_room,True,21.037,105.8147,2.0,1.0,1.0,0.0,False,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Air conditioning,Heating,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Rice maker,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,4,Flexible,12:00 PM,10:00 AM,True,False,0,0.0,True,56.0,4.93,4.9,5.0,4.9,5.0,4.8,5.0,82175959.0,331008.0,0.674,0.703,225139.6,234788.5,4.0,13.7,246,15,119,22,4.2
31317055,Hanoi-hearted Home Beyond House # Rose,Private room in townhouse,private_room,True,21.0368,105.825,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Lake access,Luggage dropoff allowed,Long term stays allowed",False,False,3,Flexible,2:00 PM,1:00 PM,False,True,0,0.0,True,32.0,4.84,4.9,4.8,4.8,4.9,4.4,4.8,29794649.0,345908.1,0.238,0.357,81629.2,122109.2,3.0,29.0,87,121,278,24,3.17
31378534,"Zody - no cleaning fees, center, washer&dryer",Entire serviced apartment,entire_home,True,21.034,105.8429,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Stove,Oven,Patio or balcony,Elevator,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,True,False,0,0.0,True,32.0,4.97,4.9,4.9,5.0,5.0,4.9,5.0,147229690.0,839674.8,0.493,0.499,403369.0,407838.5,1.0,3.9,180,4,185,30,1.33
31454055,BrightBalconyStudio-HeartofOldQuarter-Checkin24/7,Entire rental unit,entire_home,True,21.0327,105.8518,2.0,1.0,2.0,1.0,False,"Air conditioning,Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,TV,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Kitchen,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Hot water kettle,Dining table,Laundromat nearby,Patio or balcony,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,3:00 PM,12:00 PM,False,True,11,0.0,True,290.0,4.78,4.8,4.8,4.8,4.9,4.8,4.8,174942603.0,1162983.1,0.389,0.389,449494.8,449494.8,1.0,2.8,142,0,223,32,0.56
31454373,Apt 1BR MoonBD / Central Ba Dinh/ Lotte and Vincom,Entire rental unit,entire_home,True,21.0327,105.809,3.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Extra pillows and blankets,Iron,TV,Pack ’n play/Travel crib,Air conditioning,Heating,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Lake access,Private entrance,Free parking on premises,Elevator",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,10,0.0,True,34.0,4.76,4.7,4.8,4.8,4.8,4.9,4.7,69217209.0,843382.0,0.214,0.225,183219.9,192724.1,1.0,6.5,78,18,287,27,4.7
31501235,Hanoi City Centre | Cozy Private Room,Private room in townhouse,private_room,True,21.0253,105.8282,2.0,1.0,1.0,0.0,False,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Portable fans,Ceiling fan,Laundromat nearby,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Rice maker,Window guards,Room-darkening shades,Bikes,Hot water,Body soap,Mosquito net,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Sun loungers,Bread maker,Toaster",False,False,3,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,86.0,4.78,4.8,4.8,4.7,4.9,4.5,4.8,3590972.0,264136.4,0.036,0.045,9838.3,12555.8,2.5,4.3,13,79,352,52,2.7
31548210,Terrace✨30stoHoanKiemLake&BeerStreet✨Checkin24/7,Entire rental unit,entire_home,True,21.0327,105.8518,4.0,1.0,3.0,1.0,False,"Air conditioning,Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,TV,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Dining table,Laundromat nearby,Patio or balcony,Outdoor furniture,Outdoor dining area,Luggage dropoff allowed,Smoking allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,3:00 PM,12:00 PM,True,True,12,0.0,True,238.0,4.85,4.9,4.8,4.8,4.9,4.9,4.8,228546872.0,1434390.9,0.425,0.425,602201.8,602201.8,1.1,5.0,155,0,210,35,0.56
31630442,iStay hotel apartment 1-Standard,Private room in serviced apartment,private_room,False,21.018,105.7813,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Wifi,Kitchen,Private entrance,Free parking on premises,Hot tub,Elevator,Smoking allowed",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,0,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7910540.0,628722.5,0.033,0.033,21672.7,21672.7,1.0,12.0,12,0,353,19,7.63
31808487,Lakeside House,Entire home,entire_home,True,21.2934,105.7851,4.0,2.0,2.0,1.0,False,"TV,Wifi,Waterfront,Air conditioning,Lake access,Free parking on premises,Hot water kettle,Hot water,Mini fridge,Bed linens,Extra pillows and blankets,Free street parking,Refrigerator,Dishes and silverware,Heating,Cooking basics,BBQ grill,Shower gel,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hair dryer,Sun loungers,Private entrance",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,7.0,4.57,4.9,4.9,4.7,4.7,4.6,4.4,36820428.0,1897359.7,0.049,0.049,100877.9,100877.9,1.0,2.6,18,0,347,28,30.36
31866373,Hanoi Home 2 - West lake by the windown (6th),Private room in serviced apartment,private_room,True,21.054,105.8339,2.0,1.0,1.0,1.5,False,"TV,Cable TV,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Elevator,Outdoor furniture,Hot tub,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Lock on bedroom door,Hangers,Outdoor playground,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Private entrance,Changing table",True,False,1,Strict,3:00 PM,11:00 AM,False,False,0,0.0,True,40.0,4.85,4.8,4.9,4.7,4.9,4.8,4.8,16341507.0,677058.3,0.066,0.066,44771.3,44771.3,1.0,2.7,24,0,341,29,3.56
31867822,Apartment Hanoi Center - Vinhomes Metropolis,Entire condo,entire_home,False,21.0323,105.8145,4.0,2.0,2.0,2.0,False,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Mosquito net,Clothing storage,TV,Exercise equipment,Movie theater,Theme room,Window guards,Outlet covers,Table corner guards,Outdoor playground,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Wine glasses,Dining table,Coffee,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,BBQ grill,Pool,Hot tub,EV charger,Gym,Paid parking on premises,Single level home,Pets allowed,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,7,0.0,True,62.0,4.84,4.8,4.8,4.7,4.9,4.8,4.8,20296774.0,1946907.5,0.03,0.032,53611.4,56719.3,1.2,2.8,11,20,354,63,4.13
31896934,Lovely Balcony-Private room in Hanoi City Center.,Private room in townhouse,private_room,True,21.0254,105.8276,2.0,1.0,1.0,0.0,False,"Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Portable fans,Ceiling fan,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Batting cage,Private entrance,Rice maker,Window guards,Room-darkening shades,Bikes,Hot water,Body soap,Outdoor shower,Mosquito net,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Sun loungers,Toaster",False,False,2,Moderate,3:00 PM,11:00 AM,False,False,0,5.0,True,48.0,4.83,4.9,4.8,4.9,4.9,4.7,4.7,33385608.0,385760.1,0.238,0.238,91467.4,91467.4,2.0,17.4,87,0,278,51,2.76
31919746,Attractive price for charming Studio,Entire serviced apartment,entire_home,False,21.0333,105.7853,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Washer,Dryer,Essentials,Hangers,TV,Air conditioning,Heating,Smoke alarm,Wifi,Kitchen,Private entrance,Elevator",False,False,2,Moderate,2:00 PM,12:00 PM,False,False,10,0.0,False,6.0,5.0,4.5,4.8,4.5,4.7,4.8,4.5,21467745.0,658736.3,0.088,0.1,56677.0,64445.8,2.2,10.7,32,44,333,14,7.16
31970108,Moon Building 1BR/Ba Dinh center/Lotte & Vincom,Entire rental unit,entire_home,False,21.0335,105.8089,3.0,1.0,1.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Pack ’n play/Travel crib,Free parking on premises,Hot water,Elevator,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,10,0.0,True,53.0,4.7,4.8,4.8,4.8,4.8,4.8,4.8,15873118.0,767313.7,0.052,0.052,41349.2,41349.2,1.0,6.3,19,0,346,30,4.72
31991682,Apricot BD 2BR/ Center BD Close to Lotte & Vincom,Entire rental unit,entire_home,True,21.03,105.8099,4.0,2.0,2.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Stove,Washer,Dryer,Smoke alarm,Shower gel,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,5,0.0,True,39.0,4.69,4.7,4.5,4.6,4.5,4.7,4.7,38277641.0,1089695.1,0.093,0.093,100949.2,100949.2,1.0,2.6,34,0,331,33,4.59
32192740,Ap A3,Private room in rental unit,private_room,True,21.0322,105.8233,2.0,1.0,1.0,0.0,False,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Lake access,Private entrance,Patio or balcony,Free parking on premises,Long term stays allowed",False,False,6,Moderate,11:00 AM,12:00 PM,False,False,0,4.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49258732.0,271077.4,0.499,0.499,134955.4,134955.4,6.1,7.6,182,0,183,23,3.22
32246651,Classic Style Room in The Old Quarter,Private room in rental unit,private_room,False,21.0331,105.8513,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,Air conditioning,Heating,Wifi,Kitchen,Cooking basics,Lake access,Private entrance,Free parking on premises",False,False,1,Firm,2:00 PM,11:00 AM,False,False,0,0.0,True,40.0,4.68,4.8,4.8,4.6,4.8,5.0,4.6,8352905.0,701511.4,0.033,0.077,22884.7,53889.7,1.0,2.4,12,210,353,14,0.63
32269958,Hanoi hearted Home Beyond House # Snapdragon,Private room in townhouse,private_room,True,21.0368,105.8249,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Cooking basics,Lake access,Luggage dropoff allowed,Long term stays allowed",False,False,3,Flexible,2:00 PM,1:00 PM,True,True,0,0.0,True,15.0,5.0,4.7,4.6,4.8,5.0,4.7,4.9,41504325.0,338707.5,0.334,0.334,113710.5,113710.5,3.0,11.1,122,0,243,21,3.18
32439734,May - Fabulous,Entire rental unit,entire_home,False,21.0098,105.8472,2.0,1.0,1.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Lake access,Kitchen,Hot water,Elevator,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Cleaning before checkout,Hangers,Hair dryer,Iron,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,17.0,4.76,4.8,4.9,4.8,4.9,4.6,4.7,6115056.0,529698.2,0.03,0.03,16753.6,16753.6,1.0,11.0,11,0,354,37,2.15
32532166,Indochine Studio w/ balcony _Willow Old Town Hanoi,Entire home,entire_home,False,21.0371,105.8514,2.0,1.0,2.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Refrigerator,Heating,Clothing storage,Smoke alarm,Shower gel,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,9,0.0,True,111.0,4.56,4.4,4.8,4.6,4.8,4.8,4.6,15664949.0,689106.6,0.049,0.054,40992.8,45067.4,1.0,6.0,18,33,347,26,1.04
32553010,"My home, and yours too",Entire rental unit,entire_home,False,21.0024,105.8592,2.0,1.0,1.0,1.0,False,"High chair,Stove,Washer,Wifi,Patio or balcony,Air conditioning,First aid kit,Kitchen,Essentials,Long term stays allowed,Shampoo,Paid parking off premises,Hangers,Hair dryer,Hot water,Dedicated workspace,Refrigerator,Rice maker,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics",False,False,2,Flexible,3:00 PM,11:00 AM,False,False,7,5.0,True,12.0,4.42,4.3,4.6,4.1,4.6,4.7,4.4,9445809.0,303774.5,0.082,0.09,25379.9,27652.7,2.0,30.0,30,30,335,22,2.91
32560205,Silk Studio _ Willow Old Town Hanoi,Entire home,entire_home,False,21.0363,105.851,3.0,1.0,2.0,1.0,False,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Heating,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Private entrance,Paid parking off premises,Luggage dropoff allowed",False,False,1,Firm,2:00 PM,12:00 PM,False,True,1,0.0,False,82.0,4.61,4.6,4.9,4.8,5.0,4.9,4.6,24460223.0,679838.7,0.104,0.104,66372.7,66372.7,1.0,3.2,38,0,327,23,0.97
32595127,Fabulous place in the old town near Train street,Entire rental unit,entire_home,False,21.029,105.8438,16.0,7.0,10.0,7.0,False,"Wifi,Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Bidet,Hot water,Shower gel,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,TV,Books and reading material,Window guards,Smoke alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Hot water kettle,Wine glasses,Dining table,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Free parking on premises,Hot tub,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,2:00 PM,12:00 PM,False,False,15,0.0,True,19.0,4.63,4.4,4.9,4.4,5.0,5.0,4.5,613613013.0,10432340.4,0.156,0.156,1669368.4,1669368.4,1.0,4.4,57,0,308,40,1.07
32672555,Luxury 100m2 Apartment near French Quarter,Entire rental unit,entire_home,True,21.0179,105.8576,4.0,2.0,2.0,2.0,False,"TV,Wifi,Air conditioning,Kitchen,Hot water,Elevator,Microwave,Refrigerator,Dishes and silverware,Heating,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",False,False,2,Firm,3:00 PM,11:00 AM,False,False,0,0.0,True,41.0,4.85,4.8,4.9,4.8,4.9,4.8,4.7,40463436.0,2067034.2,0.058,0.061,110858.7,117969.2,2.0,3.0,21,22,344,25,1.19
